Age,Gender,Annual Income,Spending Score
21,1,169206,47
32,1,26786,31
44,0,88569,88
67,1,195050,41
40,1,30525,45
45,1,84271,26
86,1,146612,51
71,0,190839,68
19,1,144879,18
45,1,115337,77
57,1,163125,28
64,0,166094,47
87,0,121894,18
29,0,116130,85
18,0,120315,70
42,1,91856,84
87,0,27235,12
75,1,32847,11
76,0,92158,5
20,1,37256,8
37,0,44090,51
89,1,172317,83
25,0,122385,4
48,1,111556,12
64,1,48081,51
21,1,75098,47
50,0,53017,13
63,1,145479,8
43,0,46689,55
64,0,68824,38
90,1,180674,66
20,1,94885,28
34,1,158310,94
57,1,195216,95
56,0,52741,16
72,0,41907,27
45,0,99361,54
70,0,94421,69
86,0,75356,91
38,0,29196,41
31,0,109026,90
88,0,20371,85
60,0,77861,26
71,0,150494,2
21,1,92793,67
28,1,136719,61
44,1,30931,33
47,1,41895,97
74,0,145541,40
87,0,23179,38
39,1,29010,89
42,0,175403,83
47,1,184631,21
66,0,193778,3
89,0,104592,19
23,1,168026,36
57,0,31017,49
81,0,86459,61
60,1,180607,23
55,1,144134,90
49,1,160728,70
83,1,29323,74
50,0,173265,8
63,1,116706,37
22,1,98262,51
19,1,151411,16
82,0,63807,25
36,0,31628,70
36,0,182315,96
54,0,72483,57
33,1,28189,16
53,0,81050,82
41,1,75876,38
39,0,95414,93
88,0,127402,70
28,1,115571,55
31,0,154372,14
76,0,75718,15
58,0,153228,58
46,1,106317,71
31,1,167056,68
82,1,150305,95
36,0,52941,47
40,0,99836,46
86,0,132580,47
36,1,170119,67
88,1,120763,40
76,0,169737,8
62,0,30490,22
82,0,22201,70
90,0,198922,88
66,0,176182,30
45,1,144452,63
76,0,131009,28
58,1,98585,94
65,0,60555,98
31,0,84502,87
58,0,58670,43
83,1,86236,14
90,1,106927,77
84,1,198857,8
61,1,97053,14
48,1,99165,98
61,0,174035,15
32,0,112847,38
80,0,49123,39
23,0,125227,50
67,0,126656,28
41,0,61679,62
73,0,74248,86
76,0,175483,99
59,0,162167,39
66,0,106652,39
23,0,155025,90
47,1,176537,33
72,1,76998,61
20,1,64432,44
25,0,90761,100
83,1,36817,29
82,0,47862,75
53,0,197719,63
84,1,176852,20
85,0,36455,65
74,1,38944,51
53,1,60131,6
64,0,38351,31
27,1,106844,82
46,1,158448,43
38,1,156198,19
89,1,55274,6
54,0,35976,60
23,0,172263,1
42,0,145652,23
47,1,72894,74
23,1,167733,47
36,1,199311,55
73,1,154518,38
25,1,76704,87
32,0,188391,75
84,1,145848,73
81,1,91820,57
78,0,128604,95
62,1,66156,93
39,1,123404,76
31,0,122542,88
60,0,146098,2
74,0,188430,93
87,1,173786,61
51,0,103181,6
85,1,111138,37
41,0,80972,81
27,0,140387,13
71,1,85158,6
90,1,89559,75
45,0,48263,26
66,1,178077,73
48,0,138048,26
68,0,93634,9
42,0,101280,21
81,1,123857,25
54,0,157466,88
32,1,79803,21
39,1,100940,21
61,0,156934,83
50,1,157503,51
41,1,133302,33
84,1,51101,12
65,1,49458,64
64,1,84947,61
56,0,140395,88
54,1,46618,3
18,0,155057,55
55,0,70451,46
30,1,115096,47
33,1,47307,52
34,1,118218,40
33,0,102335,62
57,1,139743,27
65,0,183533,77
74,0,146698,8
30,1,165161,72
34,1,48528,73
55,0,27198,84
45,0,121660,62
61,0,89797,93
65,1,185327,52
45,0,76338,12
50,0,174782,72
84,1,146807,18
59,1,127066,21
36,0,127158,86
37,0,107706,4
70,0,132571,60
50,1,79242,85
23,1,51230,39
80,1,38880,30
59,0,90374,85
71,0,69530,85
87,0,71891,69
30,0,73207,100
39,1,151099,24
71,1,128026,67
31,1,106040,13
81,0,141958,73
31,1,32923,73
57,0,62455,86
32,0,36911,45
37,1,75854,82
73,1,134367,13
28,1,29964,3
27,0,91340,93
32,1,53009,54
21,1,174369,22
39,0,124862,87
52,0,178392,63
46,0,98824,96
65,0,116640,97
38,0,162790,12
34,0,131975,11
71,1,124441,1
50,0,37264,39
80,0,114452,69
74,0,80165,100
27,0,130022,9
89,1,188278,35
71,0,57410,92
77,0,74167,36
26,1,66719,35
33,0,121380,73
30,1,114427,32
86,0,141595,57
80,1,171440,85
86,0,107036,94
25,1,141320,90
29,0,98113,92
27,0,169795,5
37,0,157043,98
71,0,117413,85
64,0,136508,3
90,1,156060,44
35,0,86367,53
19,1,157587,46
67,1,26777,81
87,1,23801,84
75,1,29712,61
19,1,147094,89
56,0,130708,69
50,1,190631,44
35,0,119585,96
49,0,51273,11
31,1,42052,12
31,1,49167,46
73,1,28198,19
40,1,80047,91
63,0,27275,91
82,0,57048,21
59,1,91085,94
57,0,183033,57
28,1,36996,23
44,0,56038,94
53,0,51464,56
45,1,25715,16
77,1,99488,87
47,0,109578,10
76,1,45703,89
90,1,63733,45
69,1,70867,44
63,1,124465,40
69,0,79872,96
35,0,70164,6
66,1,89666,90
34,0,198035,76
24,1,83502,66
27,1,133682,96
44,1,34081,97
21,1,49818,71
20,0,131997,50
50,0,80595,90
44,1,67179,30
83,1,28494,27
80,1,28258,88
30,0,109945,15
58,1,118378,99
60,1,58502,13
59,1,154407,80
41,1,69705,15
83,0,175477,40
72,1,129411,12
46,0,110969,82
37,0,100971,73
76,0,145226,12
55,1,105923,42
53,1,50961,47
45,0,165445,42
73,1,73108,28
76,1,66685,80
20,1,161583,87
27,1,176907,70
87,0,191881,57
58,0,119478,63
67,0,116530,77
60,1,34536,18
61,1,150055,55
69,0,180097,76
36,0,190295,62
81,0,88617,88
77,0,45844,7
55,0,101391,23
58,1,167931,11
47,0,169473,79
45,0,169698,67
67,1,156079,74
41,1,37725,1
90,0,47636,41
71,0,147191,14
71,0,128429,80
87,0,129549,34
89,0,156408,58
56,1,118039,98
69,1,127524,55
84,0,57477,46
82,1,55389,94
43,1,54283,66
90,0,55068,95
28,1,47264,33
76,0,124798,86
40,0,148832,48
40,1,66335,79
87,0,110012,58
37,0,111857,26
39,0,22021,56
64,0,140772,6
78,1,100416,4
57,1,195350,15
77,1,58031,67
83,1,110828,73
39,0,188240,94
85,1,131752,69
22,0,85430,44
52,0,26254,89
59,0,131258,53
54,1,158940,47
47,0,136377,88
59,1,38850,26
89,1,195566,43
80,1,77843,62
31,0,64577,98
49,1,86409,49
48,1,153694,21
39,0,134122,8
83,1,111307,18
33,0,84964,22
66,1,142425,45
60,1,44033,24
62,1,154452,42
85,1,145507,72
75,1,94205,66
52,1,24554,86
36,0,97313,9
23,1,79168,97
28,0,191013,80
24,0,100297,67
66,1,183788,43
78,1,173130,30
46,1,22385,7
88,1,100461,20
83,1,146200,65
19,0,195634,46
77,0,164948,53
40,1,94867,48
27,0,156024,100
68,0,101659,85
27,0,194126,20
37,0,183044,92
49,1,91973,65
69,1,68776,34
78,0,21462,18
80,1,138334,37
64,1,101491,46
25,0,31919,99
52,1,199713,77
48,1,72871,40
86,0,175408,64
65,1,20355,22
44,0,181374,6
82,0,39535,98
26,1,34979,30
20,0,146441,98
28,0,29089,94
56,1,75870,2
66,0,52780,22
61,1,150843,78
49,1,90838,28
38,1,52284,78
82,1,125990,70
85,1,81606,68
47,1,89529,50
74,1,24735,64
51,1,106652,56
88,1,24166,85
23,0,56065,80
59,1,25613,81
38,1,34985,47
51,1,77824,15
51,1,109011,95
24,1,160238,75
84,0,59116,50
29,1,184519,13
83,1,78154,72
58,0,105489,85
22,1,159312,100
46,1,66543,86
71,1,133627,44
24,1,169427,54
81,0,175637,43
24,0,153821,92
60,1,48694,53
33,0,41261,18
41,1,198439,26
57,1,87053,58
72,1,68270,77
35,0,45610,49
24,1,185184,56
79,0,163698,59
28,1,62753,47
57,1,117822,53
26,1,39453,34
60,1,155208,16
83,1,55593,63
44,1,64682,46
71,1,135751,81
50,1,101535,6
45,0,26640,50
55,1,28105,27
76,1,23693,95
57,1,54099,34
80,1,131654,74
20,0,75803,58
48,0,189401,77
43,0,140866,16
47,0,198832,67
20,0,43212,64
90,1,138681,19
39,0,32219,50
28,1,101305,91
18,1,84902,24
33,1,180309,20
26,0,122490,90
77,1,43200,15
20,0,194470,93
31,1,127167,63
85,0,86134,38
86,0,194061,34
52,1,129280,29
68,1,158545,51
61,1,160123,82
68,0,75209,97
78,0,30989,20
63,0,108792,20
75,1,35704,45
45,1,46707,75
40,0,92430,37
27,1,156431,29
75,1,148680,95
89,1,172055,72
56,0,78438,87
37,0,56797,27
19,0,30046,80
48,1,125222,23
82,1,115943,34
66,1,43291,27
37,1,174730,24
59,1,117430,74
59,0,193446,52
24,1,143671,21
80,1,192792,94
57,1,155997,89
70,1,146771,89
31,1,60412,66
89,1,167876,73
81,1,162703,68
87,1,33820,83
60,0,32227,21
87,0,118554,96
79,0,40941,81
49,0,178791,31
25,1,34936,78
45,1,78354,49
90,1,188422,88
21,1,149436,64
24,0,138382,57
37,0,195484,3
45,1,96545,95
66,1,56554,50
58,0,71672,26
28,0,23061,52
86,0,113516,42
58,0,137517,33
42,1,165762,78
49,0,168825,26
50,1,76296,50
37,0,35610,1
50,0,41352,26
31,1,142165,4
20,1,92138,95
37,0,40875,76
88,0,156479,99
77,0,150813,63
74,1,69666,90
42,0,37827,19
89,1,90885,3
82,1,28622,41
73,0,63687,34
40,1,180304,34
72,0,166861,5
74,1,107058,98
21,1,105702,45
75,0,188894,53
61,1,34797,56
22,0,35461,91
87,0,112278,39
41,1,177747,48
69,0,112182,68
62,0,145885,58
88,1,38911,56
44,0,153788,38
48,0,49319,51
78,1,135681,61
78,1,56820,24
27,0,134341,23
80,1,99830,14
51,0,67344,15
70,1,170801,91
82,0,65234,56
31,1,96768,72
44,0,163765,1
79,1,159145,73
80,1,101493,93
74,1,51833,73
70,1,30582,83
77,0,132017,11
76,1,176227,42
88,1,186603,83
78,1,101804,19
51,1,97368,75
23,1,170675,65
72,1,60285,14
72,1,110321,37
55,1,56245,43
84,1,60033,85
75,0,187366,60
26,1,126691,11
72,1,187359,90
81,0,86557,26
48,1,187850,58
59,1,32878,50
55,1,23242,55
85,0,42915,86
65,0,76673,64
67,1,22778,82
73,1,70765,16
78,1,69309,95
86,0,82814,80
61,0,189845,72
44,1,94604,7
79,1,156028,27
24,0,50694,17
88,1,157602,51
49,1,105129,61
57,0,126829,41
78,1,102629,16
65,0,40182,68
76,0,116909,11
68,1,124708,45
76,1,190324,58
49,1,123510,89
22,0,73543,43
81,0,53714,4
36,0,111918,78
35,1,39026,39
70,1,38434,26
69,0,53696,69
23,0,101111,25
48,1,102073,17
58,1,67162,49
57,0,188735,57
56,1,169813,92
47,0,172454,98
63,1,21792,9
59,1,134608,86
35,1,156419,65
38,0,112064,10
41,1,136329,91
19,0,101590,82
62,0,68011,61
60,1,148327,83
19,0,160984,38
18,0,53853,44
54,1,83531,1
36,1,158956,73
79,1,48032,67
80,1,70927,89
57,0,106820,57
48,0,41914,53
28,0,56055,53
42,0,84790,33
20,1,135114,48
55,1,92486,18
64,0,138932,17
24,0,55508,58
56,1,84684,65
57,1,182967,47
40,1,58187,35
62,1,163626,56
53,0,25506,97
86,1,102044,81
53,0,160695,64
52,1,141301,9
64,1,134054,95
56,1,154810,84
23,0,141318,14
36,1,173255,88
65,1,135394,24
69,0,31720,66
80,0,35833,34
23,0,94318,17
74,0,112101,37
49,1,51025,87
20,0,22523,75
32,1,141761,78
46,1,163776,90
35,0,175264,24
65,0,174120,73
84,1,102166,27
46,0,53192,79
80,1,120393,86
65,0,135902,59
20,0,191829,8
44,0,93405,25
28,1,50500,58
36,0,160512,59
39,0,194581,72
52,1,193848,23
20,1,165253,23
32,1,181667,44
47,1,32124,59
55,1,143656,58
82,0,155021,50
28,0,82395,22
58,0,109508,34
19,0,147702,16
90,1,88833,10
82,0,102847,67
77,1,38030,31
60,0,111051,65
66,0,32763,47
53,1,138764,7
65,0,102890,20
39,0,111336,59
31,1,144163,81
45,0,103462,96
86,1,87433,9
55,1,45398,70
89,0,76187,7
33,0,190809,77
69,1,165861,53
74,1,57904,74
47,1,45079,20
68,1,95857,91
21,1,184405,38
78,0,107050,27
54,1,190868,50
72,0,59287,90
66,1,142959,66
41,0,196237,100
87,1,42459,73
47,1,51139,78
42,1,57268,32
47,1,56571,99
45,1,99942,80
42,1,129035,40
41,1,59599,72
42,0,33086,89
70,1,193481,8
46,0,120954,41
46,1,117189,36
64,0,26416,12
18,0,57921,37
31,1,36590,68
75,0,104186,59
30,0,158557,95
35,0,164267,79
76,1,136509,4
31,1,21442,100
77,1,117460,74
35,0,26509,44
81,1,154744,72
48,0,161732,54
45,1,41681,66
56,1,159785,26
59,1,61418,96
70,0,145707,84
40,1,82312,42
69,0,116437,41
33,0,98332,43
24,0,103864,60
53,1,129720,87
40,0,124700,96
80,1,179651,72
39,1,23432,18
75,1,121234,42
30,0,110422,22
23,0,56526,2
35,1,68489,52
51,1,82317,65
49,1,187255,76
81,0,196657,55
62,0,48902,98
39,0,91197,97
38,0,58854,21
89,0,177237,81
33,1,169302,13
37,1,24943,67
72,0,89321,67
36,1,104117,24
21,0,74241,54
55,0,171449,92
65,1,179167,33
39,1,78256,46
83,0,87096,74
60,1,97216,100
30,0,169368,84
24,0,176332,90
85,1,147812,25
72,0,195763,30
78,0,40763,44
20,1,81845,30
27,1,155070,32
25,0,31294,34
84,0,190681,63
61,0,173805,29
66,0,108920,51
69,1,83171,13
67,1,146082,95
22,0,168712,43
34,1,169358,8
60,1,86987,63
61,0,47253,89
87,1,108702,7
60,0,175647,100
46,1,141133,85
46,0,38576,98
84,1,183759,13
85,1,98494,45
84,1,104109,10
44,0,20523,14
28,1,51280,82
66,0,123043,84
64,0,88754,91
79,0,168841,77
65,0,155054,16
69,0,28770,2
68,1,114751,95
89,1,170071,90
65,1,106072,29
50,0,195053,21
88,1,97358,85
45,0,67993,53
88,1,87720,23
78,0,110377,55
70,1,88078,88
77,0,46473,37
26,1,179006,45
19,0,60638,10
65,1,147477,21
29,0,49570,54
82,1,168750,72
54,1,125335,100
61,0,33281,16
44,0,166156,4
79,0,120696,90
70,1,84508,43
61,1,178582,36
47,1,177032,97
27,0,59810,31
78,1,31133,36
19,0,190097,8
89,1,50896,85
33,0,147458,7
80,0,32165,26
67,1,75155,61
50,1,163078,13
90,0,58788,73
85,1,108154,63
33,1,51520,46
51,0,80546,75
23,0,142802,37
39,1,40482,43
33,1,164716,65
32,1,34769,58
55,1,136353,20
37,0,135399,42
45,0,162345,47
88,0,128026,10
26,0,154024,91
80,1,122636,99
44,1,56112,55
32,0,48281,35
33,0,22449,43
86,1,116919,19
54,0,101126,17
63,1,74870,95
88,0,185467,32
18,0,115540,92
37,0,90674,2
32,0,103827,71
56,0,87453,32
35,0,52147,36
21,1,125928,65
70,0,184961,50
30,1,25065,67
65,0,136198,5
82,1,104849,36
21,0,192240,73
52,1,122258,1
61,0,141874,46
29,1,116948,32
53,0,104843,76
42,0,72845,56
55,1,99278,62
53,0,125375,82
83,0,113192,79
57,0,33917,20
53,0,172866,10
65,0,117574,52
88,0,143631,66
27,0,179932,35
73,1,89756,31
67,0,72412,13
42,0,33706,33
67,0,64446,93
67,0,26991,62
26,1,82271,2
71,1,79731,10
33,0,180165,36
49,1,70909,50
50,0,171544,37
71,0,166183,94
30,1,176553,11
76,0,22194,12
79,1,29397,78
24,0,34050,67
90,1,181990,65
58,1,101429,10
56,0,196558,78
27,1,177363,53
37,0,40580,71
49,0,38456,33
67,1,119717,79
74,1,139379,20
24,1,90135,63
21,0,41935,44
35,1,108771,51
78,0,180936,1
30,1,103702,49
55,0,130487,39
68,0,54771,30
81,0,160694,64
63,0,23152,25
32,0,197019,83
61,1,172849,5
61,1,137100,27
63,0,104018,27
90,1,143895,96
30,0,58399,63
47,0,22657,65
21,1,49320,75
18,1,190705,91
80,1,96118,21
22,0,72925,52
32,1,149132,4
64,1,169613,44
72,1,137967,53
88,1,22715,68
41,0,189634,61
27,1,187945,21
29,1,128568,11
48,0,188371,14
33,1,126719,60
28,1,73785,2
37,1,105204,66
55,1,46205,33
74,0,148416,7
36,0,161836,37
87,0,70828,51
29,1,23112,35
42,1,111628,21
64,1,54276,51
59,1,58845,59
62,0,193650,37
59,0,143342,90
56,1,197691,37
57,1,192603,34
22,0,54200,86
78,1,59623,40
58,1,165691,100
20,1,52121,31
60,1,118265,12
36,1,26705,40
74,1,105191,90
42,0,96732,97
65,0,141561,52
57,1,34893,68
50,0,153964,47
40,0,150713,18
55,0,60437,61
45,1,34549,85
25,0,193573,29
68,1,144032,26
81,1,65270,5
47,1,141579,87
61,1,101577,53
44,1,23446,72
41,1,150062,69
80,1,179282,58
55,0,199614,55
28,0,159058,19
35,1,20912,3
45,0,93658,100
63,1,192343,9
63,1,73785,40
22,1,73333,24
70,0,199547,41
72,1,84239,79
80,0,78920,53
51,1,47836,100
35,0,196723,76
68,1,110679,68
50,1,21994,45
31,0,118283,50
70,0,195190,34
65,0,49263,83
65,1,39486,55
20,1,110242,48
22,1,117912,36
51,1,187436,45
30,0,189461,86
51,0,193850,39
51,0,41257,57
50,0,55256,92
38,0,170279,40
30,0,158705,91
37,1,104728,44
64,0,168624,37
18,0,157898,84
22,1,183378,65
26,1,135506,78
82,1,37381,45
60,0,46450,54
39,1,158410,48
70,0,174278,5
57,0,196185,48
61,0,95125,3
39,0,35860,27
44,0,165723,27
71,1,119180,31
51,1,120782,75
84,0,117165,82
70,1,182796,79
41,1,80971,95
62,0,194558,92
28,1,78137,14
35,1,98139,100
22,0,83696,8
26,1,46235,50
30,0,134115,60
28,1,31441,52
84,0,176340,50
51,0,192263,70
75,0,187196,61
68,0,189200,53
22,1,104678,66
29,1,28575,35
36,0,127359,57
18,0,167578,52
64,1,94168,18
18,1,186757,41
68,1,155387,28
75,0,28949,71
78,1,45548,2
56,1,135556,15
60,0,46869,83
89,0,183174,85
29,1,152347,42
18,1,156296,65
42,1,45783,39
43,0,36272,1
46,0,75011,52
87,0,167852,55
86,0,66945,25
41,0,46200,79
28,0,47021,10
68,0,78877,36
82,0,139868,20
50,1,83716,53
47,1,170236,72
33,0,103846,23
30,1,191201,15
80,1,52854,62
43,1,80208,18
66,0,99087,30
50,1,56039,31
42,0,196234,46
30,1,38986,93
48,0,116714,47
23,1,74068,42
38,1,116821,77
53,0,88746,35
74,1,50910,10
55,0,188205,64
72,0,155516,78
88,0,192831,11
64,1,130780,82
35,1,86497,86
22,1,95043,32
48,1,180215,98
83,0,128097,77
90,1,47073,77
35,1,42185,8
48,1,137233,95
42,1,22615,31
80,0,170163,26
68,0,43701,18
31,0,38068,99
20,0,60979,15
89,0,156438,17
19,0,75994,70
29,1,82685,8
84,0,177265,97
29,1,35798,9
63,0,173219,99
88,1,181493,69
42,0,122218,17
39,0,163878,66
58,0,47129,85
21,0,91347,35
63,1,186801,95
65,0,148086,38
32,1,24075,27
85,1,57622,25
56,0,86042,30
50,0,45761,36
76,0,40534,74
30,0,195227,28
54,0,88156,65
32,0,121401,1
85,0,70105,27
29,0,138186,67
75,1,178726,22
57,1,67486,86
37,0,27945,96
69,1,58346,9
56,1,147191,48
62,1,74507,85
88,0,86530,91
66,1,105099,36
41,1,64695,32
49,0,133992,84
39,1,82962,46
46,0,98093,17
68,0,27634,48
60,1,55284,68
35,1,128249,69
56,1,20861,49
23,1,191309,96
63,1,71713,52
62,1,107562,54
62,1,108907,81
21,0,169421,68
60,1,161187,65
87,0,173753,73
49,0,140108,21
24,1,97490,57
62,0,59932,23
31,0,96836,39
32,1,171069,34
66,1,80098,29
52,1,62185,92
41,1,41612,55
75,0,147636,95
88,1,121947,68
54,1,176876,72
71,0,135959,5
70,1,115638,58
78,0,66458,75
78,1,28057,72
62,0,46342,20
43,1,79352,5
70,1,55828,99
59,1,40455,29
31,1,78271,33
69,1,171739,99
18,0,62498,96
85,0,144483,3
52,0,128879,63
61,0,35388,25
31,1,75231,90
61,1,30616,23
42,1,103474,70
42,1,31439,48
65,0,90707,7
62,1,50395,6
79,1,67298,77
39,0,163657,87
37,1,159264,58
54,0,163478,27
74,1,149926,94
79,0,60187,72
46,1,84170,56
34,0,187124,65
78,1,186202,27
87,0,59816,3
47,0,183577,70
71,1,165695,59
74,0,82310,56
61,1,46458,89
34,0,42223,57
37,0,115431,13
88,0,183726,55
54,0,37516,98
72,0,33966,95
75,1,163987,79
81,0,132992,82
36,0,70986,36
24,1,20956,39
30,0,177435,67
45,1,25421,26
50,0,119700,90
74,0,94158,49
71,0,176437,81
46,0,70448,63
64,1,178588,28
54,1,40001,6
32,0,23422,3
68,1,151594,90
69,1,61108,18
51,1,158313,38
46,0,110351,20
63,1,159121,57
79,0,57980,64
61,1,37235,89
20,0,86916,4
79,1,158165,71
66,1,68941,68
52,1,156148,16
38,1,111323,68
49,1,53749,6
39,1,189837,93
57,0,48922,17
81,0,32715,83
45,1,98413,36
41,0,96180,6
34,1,69331,51
64,1,191266,17
67,1,78892,5
71,1,104309,23
27,1,84540,51
47,1,117921,17
63,1,189898,63
27,1,99730,80
31,0,184210,1
90,1,138748,73
89,0,120878,81
73,0,50094,25
58,0,98610,59
74,1,167715,84
54,0,139844,42
84,1,186756,82
81,0,56274,29
57,1,32756,90
19,0,111580,26
90,0,62498,15
26,1,76641,56
76,1,94320,9
32,0,66278,48
45,1,50081,26
24,0,95861,9
75,1,150613,87
53,1,189201,55
57,1,197384,14
38,0,189589,59
45,1,166354,84
31,1,137494,84
73,0,182890,56
63,1,116158,30
54,1,98072,53
62,0,46729,16
34,1,100650,41
72,0,154337,70
23,0,150707,23
86,0,87745,94
39,1,167584,9
62,0,191899,6
23,0,41646,67
36,0,122256,5
32,1,73221,24
60,1,74014,80
73,0,144673,25
20,0,157189,100
44,1,175945,93
68,0,145285,38
64,1,116438,82
34,0,97713,8
62,0,44204,15
67,1,118559,51
81,0,135179,27
26,1,150778,70
46,0,172391,79
86,1,22633,89
19,1,22603,72
39,1,30109,40
48,1,158879,80
68,0,97819,32
41,0,178481,32
48,0,60444,32
82,1,77476,94
42,1,139323,73
65,0,162458,31
77,0,58300,87
32,1,127297,30
83,1,81109,26
46,0,105021,39
71,1,62785,98
36,0,167243,63
42,0,153975,47
19,0,47193,39
29,1,189574,83
32,1,83547,68
45,1,115132,68
84,1,64211,53
67,0,159302,30
83,0,177506,54
30,0,183007,33
70,0,149193,68
40,1,40483,15
21,0,23690,42
74,1,138599,39
46,1,57752,44
40,0,174284,69
75,1,98818,73
28,0,37609,53
43,0,149845,37
61,0,86860,75
35,0,130362,30
43,0,113067,11
83,0,101057,51
85,0,64006,46
18,0,186879,69
77,0,192861,11
76,1,70870,3
56,1,115637,70
87,0,96832,25
80,0,169316,31
54,0,158954,66
80,0,173475,21
33,0,191055,62
71,1,33634,42
63,0,103994,75
39,0,120373,48
63,1,94382,29
31,0,73664,65
19,1,158848,36
74,1,53723,34
64,0,96214,68
33,0,197101,34
84,1,123735,91
60,0,92451,11
36,0,74794,22
19,0,48486,45
75,0,21288,13
45,0,131078,17
27,0,99085,4
80,0,103428,40
59,1,195842,65
54,1,167541,21
89,0,26388,90
49,0,136930,81
90,1,98652,57
90,0,38467,83
64,0,123155,11
77,0,152530,75
51,0,164810,51
66,0,117553,40
45,0,117855,48
26,1,158455,74
39,0,162754,96
82,0,27447,78
40,1,97029,4
84,0,76301,14
29,0,57541,16
32,1,28054,13
43,0,118924,7
64,1,124253,24
83,0,162423,6
68,1,88998,80
89,1,189130,29
32,1,66380,80
62,0,187521,29
27,0,28903,77
32,0,28193,62
89,1,162658,57
31,0,28198,94
64,1,69036,10
47,1,106734,36
21,0,153899,41
77,1,64101,56
29,1,87617,60
24,0,32924,2
22,0,184163,31
80,0,22208,23
51,1,125051,60
55,1,27862,47
77,1,182459,5
56,1,36467,44
76,0,191545,2
48,0,164216,3
62,0,73734,85
52,1,140230,11
50,1,59861,21
57,0,196607,63
36,1,84987,41
86,1,138672,47
40,1,86635,74
33,0,118081,60
21,1,87480,100
90,0,37561,44
44,0,155044,20
86,0,81116,55
29,1,113242,81
82,1,178870,69
21,0,22713,52
29,1,162720,92
64,0,75720,86
43,1,160786,17
46,0,20527,24
61,0,140354,80
57,1,106185,23
89,0,181939,45
22,1,85553,85
19,0,20555,93
88,1,115414,37
64,1,157737,89
51,0,109729,83
34,0,48192,66
43,1,191013,14
67,0,155873,30
80,0,147705,56
69,0,154513,35
90,1,130686,77
41,1,177738,35
85,0,106847,97
18,0,79868,94
64,1,192580,17
39,0,78559,40
77,0,34568,15
74,0,114781,64
35,1,185752,61
55,1,98180,57
89,0,132115,81
69,0,78191,28
37,0,63892,38
87,0,199300,37
51,1,96804,49
49,0,53216,28
31,1,199729,20
86,0,77221,46
51,0,149540,84
68,0,197182,18
30,0,149817,5
43,1,132315,27
39,0,78210,76
31,0,106391,95
57,0,20835,14
44,1,135820,7
23,0,139110,52
37,1,95774,45
67,1,36267,41
65,0,174520,2
53,0,142647,50
74,0,187521,54
67,0,25870,68
69,1,126291,93
34,0,177706,54
23,1,23124,43
67,1,183872,100
80,0,167709,97
71,1,134279,90
59,0,30285,97
68,1,170287,68
38,1,50016,26
79,1,165979,67
23,1,58573,30
35,1,160058,44
68,0,172137,10
79,1,93517,57
85,0,47930,18
19,0,146135,53
22,1,34026,82
90,1,153055,41
25,1,147686,85
51,0,136743,35
84,0,141859,76
85,1,152072,53
29,1,154511,82
47,1,69024,19
66,1,172648,95
68,0,125638,42
53,1,186097,88
85,1,183336,12
63,0,145150,65
20,0,164132,20
31,1,29654,33
55,0,155601,10
55,1,48015,6
38,0,21575,8
21,1,92526,52
53,0,85400,27
68,1,60176,35
56,1,74040,33
39,0,86282,48
77,1,112655,47
33,1,65889,55
21,0,111575,69
75,1,134254,35
18,0,104553,9
63,1,76538,63
75,0,79525,48
28,1,47049,82
67,1,57438,72
29,0,106300,13
28,0,175915,37
59,1,165181,93
56,1,63791,100
44,0,105972,42
80,1,157579,53
73,1,40113,60
61,1,173140,48
67,0,66988,30
55,0,153016,12
35,1,56107,9
48,1,189897,67
32,0,167523,80
27,1,78852,27
61,0,78244,18
38,0,138094,78
38,1,48139,9
45,1,184820,25
86,1,105434,79
43,1,162849,27
58,0,55581,98
90,1,184327,45
81,1,143062,59
74,1,179901,2
76,1,103654,46
39,1,45127,52
48,1,109219,80
70,0,149397,95
31,1,45674,39
30,0,186548,34
43,0,63358,63
58,1,102502,26
80,1,149909,39
58,1,27531,27
81,0,194224,32
40,1,85916,30
88,0,56904,24
46,1,191167,8
74,1,195751,74
24,1,65474,56
56,1,31978,2
44,0,175701,55
85,0,196247,45
59,1,148245,19
38,0,94293,39
54,1,199383,90
70,0,54607,11
29,0,92943,29
21,1,120745,49
52,1,115977,98
30,0,197272,74
82,0,29188,5
34,0,35433,65
62,0,58397,73
41,0,101703,67
72,0,110215,18
44,1,140900,66
42,1,52437,38
90,1,128202,31
50,0,59551,13
73,1,41806,34
55,0,89589,92
44,1,127458,58
21,0,160392,29
43,1,189198,39
59,0,27891,63
67,1,164859,6
50,1,56589,94
32,0,132712,22
89,1,127686,40
74,1,22754,87
82,0,134981,11
78,1,48066,47
21,1,82203,90
21,0,38966,27
87,0,23954,41
54,1,88374,75
77,0,92411,72
61,0,137007,50
60,0,48751,15
49,0,104502,50
21,0,130408,51
18,1,58623,38
82,0,40780,89
88,1,196278,70
47,1,88768,45
63,1,171178,25
53,1,148183,64
38,0,85774,88
47,0,108998,61
35,0,65093,29
55,1,100382,79
19,1,198622,84
48,1,45834,94
22,0,198029,15
72,0,32456,92
88,0,198014,53
84,1,49208,39
41,0,113791,37
29,1,195809,100
29,1,148335,75
70,1,119274,90
53,1,163211,93
38,1,137828,89
39,0,111840,53
65,1,108533,68
74,1,154639,85
56,1,169964,31
54,0,145794,6
36,1,169357,55
67,1,78794,88
84,0,155911,79
65,0,55399,34
65,1,106033,41
