Age,Annual Income,Spending Score
69,180097,76
36,190295,62
81,88617,88
77,45844,7
55,101391,23
58,167931,11
47,169473,79
45,169698,67
67,156079,74
41,37725,1
90,47636,41
71,147191,14
71,128429,80
87,129549,34
89,156408,58
56,118039,98
69,127524,55
84,57477,46
82,55389,94
43,54283,66
90,55068,95
28,47264,33
76,124798,86
40,148832,48
40,66335,79
87,110012,58
37,111857,26
39,22021,56
64,140772,6
78,100416,4
57,195350,15
77,58031,67
83,110828,73
39,188240,94
85,131752,69
22,85430,44
52,26254,89
59,131258,53
54,158940,47
47,136377,88
59,38850,26
89,195566,43
80,77843,62
31,64577,98
49,86409,49
48,153694,21
39,134122,8
83,111307,18
33,84964,22
66,142425,45
60,44033,24
62,154452,42
85,145507,72
75,94205,66
52,24554,86
36,97313,9
23,79168,97
28,191013,80
24,100297,67
66,183788,43
78,173130,30
46,22385,7
88,100461,20
83,146200,65
19,195634,46
77,164948,53
40,94867,48
27,156024,100
68,101659,85
27,194126,20
37,183044,92
49,91973,65
69,68776,34
78,21462,18
80,138334,37
64,101491,46
25,31919,99
52,199713,77
48,72871,40
86,175408,64
65,20355,22
44,181374,6
82,39535,98
26,34979,30
20,146441,98
28,29089,94
56,75870,2
66,52780,22
61,150843,78
49,90838,28
38,52284,78
82,125990,70
85,81606,68
47,89529,50
74,24735,64
51,106652,56
88,24166,85
23,56065,80
59,25613,81
38,34985,47
51,77824,15
51,109011,95
24,160238,75
84,59116,50
29,184519,13
83,78154,72
58,105489,85
22,159312,100
46,66543,86
71,133627,44
24,169427,54
81,175637,43
24,153821,92
60,48694,53
33,41261,18
41,198439,26
57,87053,58
72,68270,77
35,45610,49
24,185184,56
79,163698,59
28,62753,47
57,117822,53
26,39453,34
60,155208,16
83,55593,63
44,64682,46
71,135751,81
50,101535,6
45,26640,50
55,28105,27
76,23693,95
57,54099,34
80,131654,74
20,75803,58
48,189401,77
43,140866,16
47,198832,67
20,43212,64
90,138681,19
39,32219,50
28,101305,91
18,84902,24
33,180309,20
26,122490,90
77,43200,15
20,194470,93
31,127167,63
85,86134,38
86,194061,34
52,129280,29
68,158545,51
61,160123,82
68,75209,97
78,30989,20
63,108792,20
75,35704,45
45,46707,75
40,92430,37
27,156431,29
75,148680,95
89,172055,72
56,78438,87
37,56797,27
19,30046,80
48,125222,23
82,115943,34
66,43291,27
37,174730,24
59,117430,74
59,193446,52
24,143671,21
80,192792,94
57,155997,89
70,146771,89
31,60412,66
89,167876,73
81,162703,68
87,33820,83
60,32227,21
87,118554,96
79,40941,81
49,178791,31
25,34936,78
45,78354,49
90,188422,88
21,149436,64
24,138382,57
37,195484,3
45,96545,95
66,56554,50
58,71672,26
28,23061,52
86,113516,42
58,137517,33
42,165762,78
49,168825,26
50,76296,50
37,35610,1
50,41352,26
31,142165,4
20,92138,95
37,40875,76
88,156479,99
77,150813,63
74,69666,90
42,37827,19
89,90885,3
82,28622,41
73,63687,34
40,180304,34
72,166861,5
74,107058,98
21,105702,45
75,188894,53
61,34797,56
22,35461,91
87,112278,39
41,177747,48
69,112182,68
62,145885,58
88,38911,56
44,153788,38
48,49319,51
78,135681,61
78,56820,24
27,134341,23
80,99830,14
51,67344,15
70,170801,91
82,65234,56
31,96768,72
44,163765,1
79,159145,73
80,101493,93
74,51833,73
70,30582,83
77,132017,11
76,176227,42
88,186603,83
78,101804,19
51,97368,75
23,170675,65
72,60285,14
72,110321,37
55,56245,43
84,60033,85
75,187366,60
26,126691,11
72,187359,90
81,86557,26
48,187850,58
59,32878,50
55,23242,55
85,42915,86
65,76673,64
67,22778,82
73,70765,16
78,69309,95
86,82814,80
61,189845,72
44,94604,7
79,156028,27
24,50694,17
88,157602,51
49,105129,61
57,126829,41
78,102629,16
65,40182,68
76,116909,11
68,124708,45
76,190324,58
49,123510,89
22,73543,43
81,53714,4
36,111918,78
35,39026,39
70,38434,26
69,53696,69
23,101111,25
48,102073,17
58,67162,49
57,188735,57
56,169813,92
47,172454,98
63,21792,9
59,134608,86
35,156419,65
38,112064,10
41,136329,91
19,101590,82
62,68011,61
60,148327,83
19,160984,38
18,53853,44
54,83531,1
36,158956,73
79,48032,67
80,70927,89
57,106820,57
48,41914,53
28,56055,53
42,84790,33
20,135114,48
55,92486,18
64,138932,17
24,55508,58
56,84684,65
57,182967,47
40,58187,35
62,163626,56
53,25506,97
86,102044,81
53,160695,64
52,141301,9
64,134054,95
56,154810,84
23,141318,14
36,173255,88
65,135394,24
69,31720,66
80,35833,34
23,94318,17
74,112101,37
49,51025,87
20,22523,75
32,141761,78
46,163776,90
35,175264,24
65,174120,73
84,102166,27
46,53192,79
80,120393,86
65,135902,59
20,191829,8
44,93405,25
28,50500,58
36,160512,59
39,194581,72
52,193848,23
20,165253,23
32,181667,44
47,32124,59
55,143656,58
82,155021,50
28,82395,22
58,109508,34
19,147702,16
90,88833,10
82,102847,67
77,38030,31
60,111051,65
66,32763,47
53,138764,7
65,102890,20
39,111336,59
31,144163,81
45,103462,96
86,87433,9
55,45398,70
89,76187,7
33,190809,77
69,165861,53
74,57904,74
47,45079,20
68,95857,91
21,184405,38
78,107050,27
54,190868,50
72,59287,90
66,142959,66
41,196237,100
87,42459,73
47,51139,78
42,57268,32
47,56571,99
45,99942,80
42,129035,40
41,59599,72
42,33086,89
70,193481,8
46,120954,41
46,117189,36
64,26416,12
18,57921,37
31,36590,68
75,104186,59
30,158557,95
35,164267,79
76,136509,4
31,21442,100
77,117460,74
35,26509,44
81,154744,72
48,161732,54
45,41681,66
56,159785,26
59,61418,96
70,145707,84
40,82312,42
69,116437,41
33,98332,43
24,103864,60
53,129720,87
40,124700,96
80,179651,72
39,23432,18
75,121234,42
30,110422,22
23,56526,2
35,68489,52
51,82317,65
49,187255,76
81,196657,55
62,48902,98
39,91197,97
38,58854,21
89,177237,81
33,169302,13
37,24943,67
72,89321,67
36,104117,24
21,74241,54
55,171449,92
65,179167,33
39,78256,46
83,87096,74
60,97216,100
30,169368,84
24,176332,90
85,147812,25
72,195763,30
78,40763,44
20,81845,30
27,155070,32
25,31294,34
84,190681,63
61,173805,29
66,108920,51
69,83171,13
67,146082,95
22,168712,43
34,169358,8
60,86987,63
61,47253,89
87,108702,7
60,175647,100
46,141133,85
46,38576,98
84,183759,13
85,98494,45
84,104109,10
44,20523,14
28,51280,82
66,123043,84
64,88754,91
79,168841,77
65,155054,16
69,28770,2
68,114751,95
89,170071,90
65,106072,29
50,195053,21
88,97358,85
45,67993,53
88,87720,23
78,110377,55
70,88078,88
77,46473,37
26,179006,45
19,60638,10
65,147477,21
29,49570,54
82,168750,72
54,125335,100
61,33281,16
44,166156,4
79,120696,90
70,84508,43
61,178582,36
47,177032,97
27,59810,31
78,31133,36
19,190097,8
89,50896,85
33,147458,7
80,32165,26
67,75155,61
50,163078,13
90,58788,73
85,108154,63
33,51520,46
51,80546,75
23,142802,37
39,40482,43
33,164716,65
32,34769,58
55,136353,20
37,135399,42
45,162345,47
88,128026,10
26,154024,91
80,122636,99
44,56112,55
32,48281,35
33,22449,43
86,116919,19
54,101126,17
63,74870,95
88,185467,32
18,115540,92
37,90674,2
32,103827,71
56,87453,32
35,52147,36
21,125928,65
70,184961,50
30,25065,67
65,136198,5
82,104849,36
21,192240,73
52,122258,1
61,141874,46
29,116948,32
53,104843,76
42,72845,56
55,99278,62
53,125375,82
83,113192,79
57,33917,20
53,172866,10
65,117574,52
88,143631,66
27,179932,35
73,89756,31
67,72412,13
42,33706,33
67,64446,93
67,26991,62
26,82271,2
71,79731,10
33,180165,36
49,70909,50
50,171544,37
71,166183,94
30,176553,11
76,22194,12
79,29397,78
24,34050,67
90,181990,65
58,101429,10
56,196558,78
27,177363,53
37,40580,71
49,38456,33
67,119717,79
74,139379,20
24,90135,63
21,41935,44
35,108771,51
78,180936,1
30,103702,49
55,130487,39
68,54771,30
81,160694,64
63,23152,25
32,197019,83
61,172849,5
61,137100,27
63,104018,27
90,143895,96
30,58399,63
47,22657,65
21,49320,75
18,190705,91
80,96118,21
22,72925,52
32,149132,4
64,169613,44
72,137967,53
88,22715,68
41,189634,61
27,187945,21
29,128568,11
48,188371,14
33,126719,60
28,73785,2
37,105204,66
55,46205,33
74,148416,7
36,161836,37
87,70828,51
29,23112,35
42,111628,21
64,54276,51
59,58845,59
62,193650,37
59,143342,90
56,197691,37
57,192603,34
22,54200,86
78,59623,40
58,165691,100
20,52121,31
60,118265,12
36,26705,40
74,105191,90
42,96732,97
65,141561,52
57,34893,68
50,153964,47
40,150713,18
55,60437,61
45,34549,85
25,193573,29
68,144032,26
81,65270,5
47,141579,87
61,101577,53
44,23446,72
41,150062,69
80,179282,58
55,199614,55
28,159058,19
35,20912,3
45,93658,100
63,192343,9
63,73785,40
22,73333,24
70,199547,41
72,84239,79
80,78920,53
51,47836,100
35,196723,76
68,110679,68
50,21994,45
31,118283,50
70,195190,34
65,49263,83
65,39486,55
20,110242,48
22,117912,36
51,187436,45
30,189461,86
51,193850,39
51,41257,57
50,55256,92
38,170279,40
30,158705,91
37,104728,44
64,168624,37
18,157898,84
22,183378,65
26,135506,78
82,37381,45
60,46450,54
39,158410,48
70,174278,5
57,196185,48
61,95125,3
39,35860,27
44,165723,27
71,119180,31
51,120782,75
84,117165,82
70,182796,79
41,80971,95
62,194558,92
28,78137,14
35,98139,100
22,83696,8
26,46235,50
30,134115,60
28,31441,52
84,176340,50
51,192263,70
75,187196,61
68,189200,53
22,104678,66
29,28575,35
36,127359,57
18,167578,52
64,94168,18
18,186757,41
68,155387,28
75,28949,71
78,45548,2
56,135556,15
60,46869,83
89,183174,85
29,152347,42
18,156296,65
42,45783,39
43,36272,1
46,75011,52
87,167852,55
86,66945,25
41,46200,79
28,47021,10
68,78877,36
82,139868,20
50,83716,53
47,170236,72
33,103846,23
30,191201,15
80,52854,62
43,80208,18
66,99087,30
50,56039,31
42,196234,46
30,38986,93
48,116714,47
23,74068,42
38,116821,77
53,88746,35
74,50910,10
55,188205,64
72,155516,78
88,192831,11
64,130780,82
35,86497,86
22,95043,32
48,180215,98
83,128097,77
90,47073,77
35,42185,8
48,137233,95
42,22615,31
80,170163,26
68,43701,18
31,38068,99
20,60979,15
89,156438,17
19,75994,70
29,82685,8
84,177265,97
29,35798,9
63,173219,99
88,181493,69
42,122218,17
39,163878,66
58,47129,85
21,91347,35
63,186801,95
65,148086,38
32,24075,27
85,57622,25
56,86042,30
50,45761,36
76,40534,74
30,195227,28
54,88156,65
32,121401,1
85,70105,27
29,138186,67
75,178726,22
57,67486,86
37,27945,96
69,58346,9
56,147191,48
62,74507,85
88,86530,91
66,105099,36
41,64695,32
49,133992,84
39,82962,46
46,98093,17
68,27634,48
60,55284,68
35,128249,69
56,20861,49
23,191309,96
63,71713,52
62,107562,54
62,108907,81
21,169421,68
60,161187,65
87,173753,73
49,140108,21
24,97490,57
62,59932,23
31,96836,39
32,171069,34
66,80098,29
52,62185,92
41,41612,55
75,147636,95
88,121947,68
54,176876,72
71,135959,5
70,115638,58
78,66458,75
78,28057,72
62,46342,20
43,79352,5
70,55828,99
59,40455,29
31,78271,33
69,171739,99
18,62498,96
85,144483,3
52,128879,63
61,35388,25
31,75231,90
61,30616,23
42,103474,70
42,31439,48
65,90707,7
62,50395,6
79,67298,77
39,163657,87
37,159264,58
54,163478,27
74,149926,94
79,60187,72
46,84170,56
34,187124,65
78,186202,27
87,59816,3
47,183577,70
71,165695,59
74,82310,56
61,46458,89
34,42223,57
37,115431,13
88,183726,55
54,37516,98
72,33966,95
75,163987,79
81,132992,82
36,70986,36
24,20956,39
30,177435,67
45,25421,26
50,119700,90
74,94158,49
71,176437,81
46,70448,63
64,178588,28
54,40001,6
32,23422,3
68,151594,90
69,61108,18
51,158313,38
46,110351,20
63,159121,57
79,57980,64
61,37235,89
20,86916,4
79,158165,71
66,68941,68
52,156148,16
38,111323,68
49,53749,6
39,189837,93
57,48922,17
81,32715,83
45,98413,36
41,96180,6
34,69331,51
64,191266,17
67,78892,5
71,104309,23
27,84540,51
47,117921,17
63,189898,63
27,99730,80
31,184210,1
90,138748,73
89,120878,81
73,50094,25
58,98610,59
74,167715,84
54,139844,42
84,186756,82
81,56274,29
57,32756,90
19,111580,26
90,62498,15
26,76641,56
76,94320,9
32,66278,48
45,50081,26
24,95861,9
75,150613,87
53,189201,55
57,197384,14
38,189589,59
45,166354,84
31,137494,84
73,182890,56
63,116158,30
54,98072,53
62,46729,16
34,100650,41
72,154337,70
23,150707,23
86,87745,94
39,167584,9
62,191899,6
23,41646,67
36,122256,5
32,73221,24
60,74014,80
73,144673,25
20,157189,100
44,175945,93
68,145285,38
64,116438,82
34,97713,8
62,44204,15
67,118559,51
81,135179,27
26,150778,70
46,172391,79
86,22633,89
19,22603,72
39,30109,40
48,158879,80
68,97819,32
41,178481,32
48,60444,32
82,77476,94
42,139323,73
65,162458,31
77,58300,87
32,127297,30
83,81109,26
46,105021,39
71,62785,98
36,167243,63
42,153975,47
19,47193,39
29,189574,83
32,83547,68
45,115132,68
84,64211,53
67,159302,30
83,177506,54
30,183007,33
70,149193,68
40,40483,15
21,23690,42
74,138599,39
46,57752,44
40,174284,69
75,98818,73
28,37609,53
43,149845,37
61,86860,75
35,130362,30
43,113067,11
83,101057,51
85,64006,46
18,186879,69
77,192861,11
76,70870,3
56,115637,70
87,96832,25
80,169316,31
54,158954,66
80,173475,21
33,191055,62
71,33634,42
63,103994,75
39,120373,48
63,94382,29
31,73664,65
19,158848,36
74,53723,34
64,96214,68
33,197101,34
84,123735,91
60,92451,11
36,74794,22
19,48486,45
75,21288,13
45,131078,17
27,99085,4
80,103428,40
59,195842,65
54,167541,21
89,26388,90
49,136930,81
90,98652,57
90,38467,83
64,123155,11
77,152530,75
51,164810,51
66,117553,40
45,117855,48
26,158455,74
39,162754,96
82,27447,78
40,97029,4
84,76301,14
29,57541,16
32,28054,13
43,118924,7
64,124253,24
83,162423,6
68,88998,80
89,189130,29
32,66380,80
62,187521,29
27,28903,77
32,28193,62
89,162658,57
31,28198,94
64,69036,10
47,106734,36
21,153899,41
77,64101,56
29,87617,60
24,32924,2
22,184163,31
80,22208,23
51,125051,60
55,27862,47
77,182459,5
56,36467,44
76,191545,2
48,164216,3
62,73734,85
52,140230,11
50,59861,21
57,196607,63
36,84987,41
86,138672,47
40,86635,74
33,118081,60
21,87480,100
90,37561,44
44,155044,20
86,81116,55
29,113242,81
82,178870,69
21,22713,52
29,162720,92
64,75720,86
43,160786,17
46,20527,24
61,140354,80
57,106185,23
89,181939,45
22,85553,85
19,20555,93
88,115414,37
64,157737,89
51,109729,83
34,48192,66
43,191013,14
67,155873,30
80,147705,56
69,154513,35
90,130686,77
41,177738,35
85,106847,97
18,79868,94
64,192580,17
39,78559,40
77,34568,15
74,114781,64
35,185752,61
55,98180,57
89,132115,81
69,78191,28
37,63892,38
87,199300,37
51,96804,49
49,53216,28
31,199729,20
86,77221,46
51,149540,84
68,197182,18
30,149817,5
43,132315,27
39,78210,76
31,106391,95
57,20835,14
44,135820,7
23,139110,52
37,95774,45
67,36267,41
65,174520,2
53,142647,50
74,187521,54
67,25870,68
69,126291,93
34,177706,54
23,23124,43
67,183872,100
80,167709,97
71,134279,90
59,30285,97
68,170287,68
38,50016,26
79,165979,67
23,58573,30
35,160058,44
68,172137,10
79,93517,57
85,47930,18
19,146135,53
22,34026,82
90,153055,41
25,147686,85
51,136743,35
84,141859,76
85,152072,53
29,154511,82
47,69024,19
66,172648,95
68,125638,42
53,186097,88
85,183336,12
63,145150,65
20,164132,20
31,29654,33
55,155601,10
55,48015,6
38,21575,8
21,92526,52
53,85400,27
68,60176,35
56,74040,33
39,86282,48
77,112655,47
33,65889,55
21,111575,69
75,134254,35
18,104553,9
63,76538,63
75,79525,48
28,47049,82
67,57438,72
29,106300,13
28,175915,37
59,165181,93
56,63791,100
44,105972,42
80,157579,53
73,40113,60
61,173140,48
67,66988,30
55,153016,12
35,56107,9
48,189897,67
32,167523,80
27,78852,27
61,78244,18
38,138094,78
38,48139,9
45,184820,25
86,105434,79
43,162849,27
58,55581,98
90,184327,45
81,143062,59
74,179901,2
76,103654,46
39,45127,52
48,109219,80
70,149397,95
31,45674,39
30,186548,34
43,63358,63
58,102502,26
80,149909,39
58,27531,27
81,194224,32
40,85916,30
88,56904,24
46,191167,8
74,195751,74
24,65474,56
56,31978,2
44,175701,55
85,196247,45
59,148245,19
38,94293,39
54,199383,90
70,54607,11
29,92943,29
21,120745,49
52,115977,98
30,197272,74
82,29188,5
34,35433,65
62,58397,73
41,101703,67
72,110215,18
44,140900,66
42,52437,38
90,128202,31
50,59551,13
73,41806,34
55,89589,92
44,127458,58
21,160392,29
43,189198,39
59,27891,63
67,164859,6
50,56589,94
32,132712,22
89,127686,40
74,22754,87
82,134981,11
78,48066,47
21,82203,90
21,38966,27
87,23954,41
54,88374,75
77,92411,72
61,137007,50
60,48751,15
49,104502,50
21,130408,51
18,58623,38
82,40780,89
88,196278,70
47,88768,45
63,171178,25
53,148183,64
38,85774,88
47,108998,61
35,65093,29
55,100382,79
19,198622,84
48,45834,94
22,198029,15
72,32456,92
88,198014,53
84,49208,39
41,113791,37
29,195809,100
29,148335,75
70,119274,90
53,163211,93
38,137828,89
39,111840,53
65,108533,68
74,154639,85
56,169964,31
54,145794,6
36,169357,55
67,78794,88
84,155911,79
65,55399,34
65,106033,41
48,195116,45
45,80735,99
27,71437,54
80,61366,37
79,91217,31
55,115332,84
65,145847,25
52,187953,91
64,172407,23
25,100086,92
86,54559,39
22,33519,15
53,167819,39
76,175690,64
58,73212,7
41,96488,28
26,166096,91
42,68066,8
40,81257,89
71,25160,23
20,59873,35
43,107152,87
65,20120,74
79,92383,3
82,146389,51
30,154230,7
71,93723,78
84,107977,62
69,191054,66
87,85566,73
82,185192,51
85,93530,88
34,28450,71
60,172578,37
33,148714,40
52,36208,66
80,84579,100
20,100101,17
46,57180,100
47,58375,2
68,37683,67
31,195224,68
70,70959,28
57,174937,19
58,194216,46
43,29270,32
65,89226,94
30,184110,20
57,128123,39
48,40442,62
66,100407,95
40,38706,14
59,39005,49
47,74801,73
39,36278,31
55,131788,41
67,164995,85
20,98234,92
85,160982,9
85,119504,93
51,158503,19
59,199676,8
60,47386,96
79,180954,81
38,87684,94
42,154658,100
70,81008,61
31,146365,46
54,191253,97
34,147026,28
53,104716,97
45,79135,21
58,59007,93
61,195654,100
64,66799,82
53,85875,72
32,172748,58
25,132829,82
57,140911,93
77,78315,62
90,187367,41
67,165651,32
27,85295,48
49,132875,36
63,31680,68
88,186807,18
77,45871,50
90,187945,74
46,109729,11
77,105023,6
52,22527,12
74,33209,19
65,36221,16
82,48697,20
38,129292,4
45,197134,52
53,129559,75
63,170941,40
23,159204,43
88,46895,80
38,96039,95
19,153512,87
44,177603,9
35,178655,67
42,62496,47
24,64625,14
44,179671,73
63,78319,7
40,116167,44
88,34483,20
47,119421,15
52,83755,88
68,189856,22
58,23591,92
20,154725,63
67,141615,5
59,47845,89
72,167612,42
26,116906,79
48,101258,46
87,66213,47
54,97881,47
26,176076,96
67,180936,17
66,67514,12
57,134247,32
35,73477,10
78,158739,87
60,198933,77
55,21537,79
86,189299,51
48,187198,10
58,36248,93
77,71727,64
53,94067,63
87,20187,83
25,92673,13
56,107991,30
36,140866,20
83,99989,97
22,68329,44
90,155270,74
33,136266,98
50,122109,39
47,101410,46
87,77060,47
63,63597,7
29,21407,24
37,24791,9
64,49075,56
27,173237,54
56,46616,49
72,42354,61
88,110765,16
20,193745,17
63,78884,43
35,194788,37
90,48145,72
31,33778,50
22,63057,85
42,148464,41
57,190498,73
84,166929,28
56,102458,20
57,55838,40
88,44462,93
19,30993,61
81,173762,95
79,30243,41
57,154298,3
20,72538,77
88,173138,14
44,195418,40
34,175894,2
47,34825,77
71,89787,100
79,104922,37
47,25457,25
27,105637,6
82,153983,30
36,136022,69
43,195150,51
73,89281,94
35,44922,60
29,147005,4
45,84455,22
87,150851,38
63,61998,88
58,66284,53
72,76374,22
51,88406,32
61,124697,80
47,172421,91
54,154482,3
72,45895,71
24,155661,68
21,43190,97
41,99386,14
90,113981,47
54,34276,44
87,161150,73
85,150936,49
61,31233,13
21,187388,73
30,41900,1
71,95092,54
29,181045,63
84,87419,28
30,113226,60
80,155393,96
25,51705,90
45,169528,42
59,44251,40
78,158932,76
71,69372,39
76,25186,68
75,140039,82
58,20714,50
77,21604,74
37,84753,49
27,179831,93
24,192806,22
75,128643,57
30,86652,31
58,85671,67
57,73239,33
56,115156,84
80,51327,52
46,33313,64
40,149271,26
60,83676,31
55,130356,61
25,94962,75
34,67036,79
87,176680,15
61,159144,43
20,188245,58
48,111012,28
36,78278,8
68,98937,67
55,72801,34
69,129814,79
59,169703,7
72,25376,62
40,56282,71
65,69138,6
84,57479,17
57,95322,6
73,106390,82
35,42915,90
18,46598,8
26,25330,72
30,57144,77
65,150128,6
55,181310,98
42,24298,42
82,199463,67
88,112907,52
65,152011,52
55,138464,84
90,27088,31
21,101922,90
56,31327,29
36,68489,79
45,30019,99
40,44702,30
77,101343,35
26,72413,65
20,115043,35
31,123980,77
22,136306,37
64,142912,86
32,188342,68
76,112609,22
78,44736,75
65,157945,24
73,71027,61
80,113586,19
20,101228,46
63,140996,71
55,122318,42
32,93154,88
73,48756,18
39,108403,41
49,22733,37
34,131651,26
43,172488,61
37,191902,30
59,78527,54
51,188234,76
62,99466,48
19,137515,38
73,119707,88
56,161969,91
38,88096,72
50,185533,38
55,108406,47
46,184626,40
30,90786,2
37,165873,24
73,74056,80
90,196490,69
51,171789,59
76,162063,34
51,67130,98
63,72996,94
40,133243,50
59,60580,96
27,157050,43
39,169522,32
88,128249,43
34,197512,2
27,181893,76
30,166298,44
69,22270,28
41,33012,41
74,127925,29
68,188506,67
62,41931,62
66,121642,57
59,108465,5
25,123306,90
72,84009,85
45,123536,59
38,135018,61
18,169613,32
67,171395,67
45,74657,56
26,187335,51
69,40235,5
81,102195,100
52,194182,5
42,84037,13
19,87039,72
30,80497,91
54,110815,46
72,116996,89
76,104579,52
37,108900,86
77,44603,89
79,114438,15
42,121418,91
21,197562,62
31,130122,64
58,168885,98
40,195697,7
76,138594,67
88,89353,48
66,115964,13
61,26188,47
85,84834,74
31,193892,80
41,68252,27
28,91111,80
86,97715,41
87,104174,27
24,166679,53
79,138358,57
75,131791,6
27,135845,100
47,63396,40
83,94475,6
40,160174,61
65,78719,26
48,30230,95
49,183389,5
35,142321,19
67,52405,56
75,69452,87
88,149274,97
84,183199,64
72,100401,57
87,81512,60
80,101606,56
75,96502,79
24,52226,100
34,37606,54
35,147168,40
60,43430,48
33,137342,5
72,65910,96
46,181422,25
27,150048,42
90,140904,2
63,79645,8
35,169217,31
34,100796,59
36,63796,85
55,43512,31
20,60608,78
47,41908,83
48,79273,2
29,86274,18
55,170765,29
38,111999,41
22,28267,24
48,124520,100
67,133622,99
20,190079,69
58,170976,81
66,123549,63
34,141535,26
43,157778,92
88,35620,40
50,46779,80
90,116803,5
81,150414,53
70,40257,88
79,133721,96
18,166915,8
36,188799,76
77,102960,62
24,53024,34
42,125843,76
45,128343,67
58,195704,2
75,136713,72
80,59193,72
65,168065,87
53,122575,27
85,76173,72
84,68903,59
37,72559,6
83,165856,34
62,177376,26
35,52971,48
19,25760,27
26,69684,63
18,185385,58
60,28141,54
29,28138,66
68,72540,94
57,119095,77
27,177327,42
61,103172,99
37,96049,41
71,181775,29
66,174922,17
76,36135,90
25,144176,73
25,44694,66
57,174914,97
64,67336,55
43,53801,28
86,22427,100
65,24332,42
75,22854,89
22,115267,95
53,74485,73
40,40943,85
40,115904,70
40,121546,86
37,79170,48
47,52356,84
39,112443,91
89,106778,82
65,140750,5
61,75873,100
77,195464,84
82,111969,18
58,114761,30
75,25391,90
87,155424,69
44,193220,82
36,76962,58
38,21691,98
18,77987,62
44,49875,58
88,24544,52
27,146733,97
73,46969,40
36,146912,3
23,94413,31
68,53171,86
43,115420,97
34,97721,72
25,76899,79
26,195474,56
31,55882,57
86,181510,34
83,67748,67
30,170498,32
52,76593,69
36,168372,54
27,112333,95
66,66815,43
74,145869,96
57,90997,9
81,149308,2
19,20665,84
60,144669,73
37,122727,82
36,156133,93
29,141016,72
88,169954,13
52,103478,48
62,115403,39
54,27823,93
33,88166,57
49,23870,28
22,146916,97
78,82568,33
84,109189,65
24,122950,95
34,71024,45
25,30800,86
25,178263,23
38,71355,28
58,96858,99
69,31583,76
58,85417,33
80,36382,13
70,155036,89
63,44187,88
57,61214,49
82,28822,22
63,146572,11
71,77299,31
49,162578,69
78,99061,69
70,33125,2
64,130454,81
70,38838,88
56,193135,89
76,126600,90
31,112865,37
18,191717,98
37,66183,27
70,177214,78
53,40719,80
62,98652,39
39,66489,24
24,53595,86
68,157600,42
56,152510,34
37,98179,34
23,48691,42
67,104660,65
26,103132,29
27,86660,86
84,47315,2
22,164186,62
76,163866,69
72,88192,28
80,142162,40
66,52559,60
50,59229,86
56,43579,53
63,85955,6
61,96689,84
38,94122,13
74,194973,68
73,151489,22
70,21489,90
46,53928,4
62,154052,63
34,24915,29
89,46567,70
51,48921,46
41,146856,80
22,28533,14
26,180792,99
59,145259,53
51,128059,92
81,67441,22
65,145382,42
89,112930,54
73,115538,68
84,143317,16
38,80735,34
69,65820,16
71,95197,52
33,61117,44
87,180196,91
35,107070,46
77,80776,37
61,109035,22
83,198260,72
31,140719,12
80,122325,67
18,104344,78
59,40447,39
56,195061,9
51,39509,98
29,78359,55
82,42674,26
82,196490,55
52,44311,28
59,96509,22
63,197925,61
20,198708,51
44,140571,85
39,154955,31
18,103441,8
66,28755,25
46,51682,36
77,36205,27
28,171538,45
31,44402,55
54,62491,53
30,157697,65
35,180493,1
33,164924,27
42,56137,14
57,152732,25
21,48346,85
78,160311,98
44,43793,43
20,196891,13
39,192682,9
80,35819,32
44,70861,68
38,192036,6
30,128716,45
22,78766,70
43,81096,2
83,120232,45
28,126718,91
23,190834,25
18,140533,95
35,45123,32
50,99417,56
35,173518,52
25,151435,48
77,134921,16
81,54962,97
40,103258,95
78,143070,89
30,83528,39
87,67262,42
51,176867,67
44,186976,83
87,158955,45
54,42374,13
50,92473,93
69,65355,52
78,136747,42
72,63461,12
66,146613,80
30,48407,47
71,81226,17
33,58426,3
28,86963,32
50,142564,75
33,165816,35
56,53901,70
65,63789,46
38,163198,85
43,197495,28
26,163200,37
68,33045,72
32,113834,8
50,86177,49
86,118610,89
45,193139,66
74,132574,44
34,187645,5
80,34909,19
88,67912,16
72,45422,10
26,43155,3
41,195298,84
23,198501,75
80,68586,19
50,95550,79
80,57542,25
72,62265,23
49,175933,99
81,88010,55
46,87779,3
49,167829,74
25,114738,56
58,92302,42
19,50038,61
57,38753,10
43,52798,11
72,69280,19
58,20569,93
71,127887,42
40,80771,49
41,24867,70
77,20640,1
67,40257,5
76,130742,98
46,168733,49
55,55320,99
65,198168,21
58,171761,73
49,133699,76
39,142360,72
63,89475,31
49,64433,7
20,34218,15
49,198020,8
45,166216,15
76,120392,92
80,186706,17
51,139645,76
87,125321,61
36,37348,23
67,136814,81
85,82460,73
74,184770,41
34,61927,62
55,168943,77
90,111565,31
33,93341,69
47,126384,50
51,47929,88
38,176637,1
55,101651,64
51,79044,37
59,184638,44
78,171877,69
33,84870,37
82,142236,39
81,142022,57
86,179146,64
81,142534,5
57,172067,52
22,148702,88
21,48755,1
27,49628,34
57,74412,43
24,37580,11
51,78805,52
54,38371,88
53,87833,21
61,110393,19
19,22196,7
83,102653,19
58,160345,2
25,131403,90
62,92749,57
85,186893,38
84,175519,66
77,98950,42
30,112523,49
70,83345,2
90,155390,28
20,179651,92
61,90126,18
44,26692,38
36,197605,12
62,60154,5
48,123679,62
77,40325,42
