Age,Gender,Annual Income,Spending Score,Cluster,PCA1,PCA2
25,0,116733,75,2,0.9544754598509867,-0.555799475739456
90,1,72404,31,4,-0.9235381667120836,0.31562363922504943
60,0,195240,6,3,-1.9205018913175231,0.443343218861457
65,1,109630,99,4,1.2694334193271106,1.1682917487092823
39,0,99711,46,1,-0.06784553254750038,-0.8657693232926783
20,0,120737,51,3,0.49978835358222795,-0.9017768033947532
40,1,86775,58,0,1.0397957824542383,-0.19261999415553538
22,1,105205,79,0,1.9738482978935312,-0.04589265309761134
63,0,53936,93,2,0.5620810249341571,-0.4323280005958538
83,0,75525,76,2,-0.4635312809030458,0.08469633481549435
46,0,188523,54,3,-0.3618931895288471,0.6501123402478227
72,0,183662,66,3,-0.7649440186593548,1.2753796605145522
55,0,151885,89,3,0.35729858853374863,0.7502463552126297
23,1,51209,13,0,0.5384175570527017,-1.6170687200323852
90,1,95450,40,4,-0.7837682612518919,0.7569218263923065
49,0,105029,1,1,-1.4406825505432894,-1.139190897273419
66,1,34233,2,4,-0.8406223538555045,-1.0940989943493877
43,0,87798,52,2,0.007302002822831964,-0.8775519528749496
35,1,154675,51,0,0.7812609314499472,0.5860763993489629
54,0,44376,85,2,0.6465126561189715,-0.8572818044920392
52,0,108034,68,2,0.07979618895082445,-0.20055634261653962
77,1,29236,20,4,-0.6903851834125163,-0.710978672643955
28,0,166176,54,3,0.2027219489952666,-0.04706552541814534
19,0,46272,53,2,0.8232704304697107,-1.9623726824087446
77,0,59108,41,1,-1.0876293265548624,-0.7108975429965069
63,1,84389,20,4,-0.49293225676333186,-0.2163632533013271
23,0,118293,32,1,-0.030946422061238085,-1.109903908230397
28,1,88631,97,0,2.2988148391474827,0.06681078891334184
40,1,166271,49,0,0.5583433607462921,0.8319074665418467
55,1,79145,38,4,0.17551082009540606,-0.23548894507107188
24,1,94753,76,0,1.8820269540636951,-0.1906188493862774
71,1,47585,53,4,0.20591844156928907,-0.16444461311811284
59,0,117898,27,1,-1.1302468468428264,-0.42223358696154667
75,1,75567,18,4,-0.8384292904654647,-0.11550999290835845
76,1,158909,96,4,0.7335049628022796,2.0662781506413164
73,0,168655,1,3,-2.306228442997579,0.2739754014343008
89,1,32898,43,4,-0.4759193161861566,-0.12095043225700045
55,0,153888,10,3,-1.5503087907913962,-0.2029889006320653
49,1,135013,46,0,0.3452354174890433,0.5366570497752462
86,0,178927,24,3,-2.14101858367644,0.979477812042684
82,1,52503,98,4,0.9728036254783464,0.6959845555185981
68,1,130742,78,4,0.6120822740173633,1.2720374363708722
83,1,184343,32,4,-1.0818554519408383,1.7813119222653702
49,0,81214,12,1,-1.0966411580877815,-1.3429076952999044
64,1,110541,75,4,0.7161298583556572,0.8620403927826096
31,0,105021,57,2,0.39699320885809825,-0.8210277983844269
27,0,33124,8,1,-0.43357425652541465,-2.5417335405305144
68,1,98328,3,4,-1.0845936624563217,-0.12346989508051208
65,1,187903,77,4,0.47924440140542635,2.0137633714002763
82,1,136953,49,4,-0.4876539228825386,1.2941805501099901
69,0,44528,60,2,-0.36401510826643824,-0.8510515325568178
39,1,105777,51,0,0.8352723527076238,-0.028974635421601322
27,0,130885,32,3,-0.18182721983648875,-0.8459627340797715
80,0,184384,13,3,-2.260504804450166,0.794859135568361
75,0,108351,26,1,-1.5581883567966857,-0.23537536993067262
28,0,118565,89,2,1.2035532057374487,-0.29265431972332506
77,0,119660,68,2,-0.6397100054805699,0.490261173558162
29,1,123155,28,0,0.4962372708931759,-0.2762685689685004
43,1,122742,94,0,1.7045053083854405,0.8319124791665623
75,1,196443,81,4,0.27473107867156643,2.3954065759707444
66,1,67440,99,4,1.3827849945867434,0.5861757449942323
39,1,79435,79,0,1.5967955802751215,-0.05752656727564212
69,0,61531,71,2,-0.15598429633599156,-0.47127989370340195
79,0,101021,23,1,-1.7148739423632198,-0.2935029302111238
76,1,156941,79,4,0.3310010188035279,1.8268577961114034
19,0,140328,82,3,1.207675205321216,-0.2574208705477139
85,1,133721,70,4,-0.053265194648983376,1.571937384015979
60,1,23556,29,4,0.008024793193787008,-1.0370603852093707
60,1,25722,87,4,1.3964292129617952,-0.2852326320363348
69,1,31447,98,4,1.3969636063151383,0.1221864275571378
54,1,27714,61,0,0.927552125293437,-0.7058136840856579
37,0,43677,73,2,0.8230139896121984,-1.3731635766709906
60,1,109372,65,4,0.5883233717885245,0.6371025637131927
76,0,78084,63,2,-0.5942552224475994,-0.18719133027637355
26,0,62352,60,2,0.747512270074522,-1.498614983262492
84,0,28075,47,1,-1.0304636394028353,-0.9330432618084642
44,0,82364,28,1,-0.5793205951758592,-1.2325343075609616
78,0,43046,79,2,-0.14696654904010253,-0.44722601661149025
43,1,64007,69,0,1.2986564100995228,-0.31841502408021183
21,1,100605,33,0,0.9095342794078545,-0.7043546636507888
65,0,154218,33,3,-1.2702789360811124,0.29743877881784936
60,0,53805,23,1,-1.0401615692739044,-1.3671651912195484
69,0,187084,41,3,-1.2962156293143816,0.9506240234586162
81,1,111450,33,4,-0.7604432390906849,0.7097738785925914
60,0,56832,3,1,-1.5314968000335842,-1.5724687399351445
25,0,164382,57,3,0.36257914373682193,-0.09837944648832599
56,0,169338,68,3,-0.23339896519996614,0.7597170559765809
89,0,40509,39,1,-1.4005481975397251,-0.7498053303612627
73,0,146849,21,3,-1.7523192818228828,0.21083538710987365
37,1,82267,65,0,1.3049461370743978,-0.23301539074412267
37,0,168514,1,3,-1.3254542244072147,-0.48350051392648924
90,0,44850,91,2,-0.1909964906095934,-0.020473448187214364
69,1,131688,29,4,-0.5973603857463325,0.6975387295830406
53,0,93806,59,2,-0.11658705112827646,-0.49481726316786506
22,0,68403,42,1,0.4031483000405207,-1.7197734352357885
46,1,175890,26,0,-0.1905286214596616,0.8094597041793002
64,0,194255,48,3,-1.0155197796465196,1.0352085188215236
27,0,170470,2,3,-1.0356026366362692,-0.6529611134950317
83,1,171710,1,4,-1.7856965352906045,1.2154347593602246
59,0,192783,41,3,-1.0428986212386748,0.8222404544096
38,1,27208,84,0,1.9183652489987693,-0.7629467683578012
39,1,79222,30,0,0.41844552809222846,-0.669578050060973
85,0,178590,22,3,-2.160789870440817,0.9288180126761909
54,0,98344,7,1,-1.410186029636911,-1.0552548816420528
30,1,61681,55,0,1.323531507586717,-0.7984719447844696
54,1,180541,81,0,0.8995627194429714,1.7274041877589532
83,0,41844,3,1,-2.107860528471954,-1.3040651951398823
77,0,55618,11,1,-1.797873562108207,-1.1336479048362307
78,0,72452,87,2,-0.05245138813462571,0.07255890364069854
86,0,82629,34,1,-1.5795173931636275,-0.27280352510529987
23,0,22487,36,1,0.38454069543995945,-2.429724409816317
90,1,168787,93,4,0.24717343662812685,2.463986989622236
89,0,112662,38,1,-1.6650332847002847,0.2691844829245448
21,0,90510,98,2,1.7042126508429862,-0.7287338923496576
54,0,123956,15,1,-1.3030287955648883,-0.5897047384373026
54,0,33808,4,1,-1.2673314994913756,-2.0150754197616965
66,0,178141,99,3,0.21089737292378358,1.4806949197972847
33,0,165529,99,3,1.1515344600896313,0.6079025764056538
23,0,163078,72,3,0.7823222582999662,0.027440624708103253
60,1,42937,19,4,-0.2971795228458484,-0.8842983802063075
80,0,44494,78,2,-0.2303152623162199,-0.3969857183668206
34,1,114472,34,0,0.5333913727660168,-0.22089372480281216
45,1,191405,77,0,1.0121888576525297,1.644123855978424
49,0,109461,58,2,-0.08389116538169883,-0.36739965224692567
86,0,87098,31,1,-1.6665959834338855,-0.24620582649365844
24,0,26497,55,2,0.8011346571601354,-2.1152714844739746
32,1,138179,31,0,0.43667076276593797,0.03873886831741082
60,0,126878,73,2,-0.08052752537071631,0.2988400006785523
85,0,22449,28,1,-1.496134245953253,-1.2286266954891303
38,1,169210,26,0,0.049575377392428704,0.5460898267493728
67,1,193721,64,4,0.09258497496271409,1.977327806526223
37,0,88498,94,2,1.1789762627093723,-0.4714498727462969
38,1,118256,1,0,-0.38220076688950805,-0.49300921044412793
45,1,132906,95,0,1.640238704040028,1.031604372071335
83,0,59042,8,1,-2.0448541491391885,-0.9960783002665984
56,0,126040,68,3,-0.08912472061242856,0.1407773151753174
51,0,141309,39,3,-0.7016604119438957,-0.10631172045256708
50,0,61534,91,2,0.8426374750601097,-0.6213780346926999
56,0,157582,32,3,-1.060474543983004,0.1442329652863042
83,0,191703,80,3,-0.7544008418776337,1.7951618051916742
53,1,118210,32,4,-0.044571863229891526,0.20639830166067602
89,1,90277,14,4,-1.364924077852613,0.3388430015801375
76,1,110269,60,4,0.029331394212939708,0.9235416834044606
86,1,69624,22,4,-1.021914158979622,0.08008546510398659
53,0,42518,61,2,0.1024357426430811,-1.2031156848373616
67,0,193497,56,3,-0.9021865049004825,1.1867576883490578
41,1,72867,4,0,-0.24046375203030512,-1.0415983956587185
70,0,30034,84,2,0.2345486740601015,-0.7389675400026691
90,0,134802,15,1,-2.3194733866507393,0.32079787389049563
56,0,135600,41,3,-0.7706658218271765,-0.05813873180897466
42,0,187312,66,3,0.03981405824845725,0.698005693758409
27,1,30540,39,0,1.1239900535915552,-1.5054431719335295
85,0,166873,86,3,-0.5817509238464282,1.5567621839924215
54,1,158037,51,4,0.25267546311701483,1.0328509659350449
88,0,163274,15,3,-2.3598842265228606,0.6858316959836969
27,0,87761,67,2,0.8040528027733022,-1.02741039907239
65,0,56642,63,2,-0.22327039724622913,-0.7245372634216101
76,1,78347,23,4,-0.7546110448823764,0.0073583226466766545
52,1,33758,62,0,0.9859365760066223,-0.648956736774342
84,0,84036,57,2,-0.9763081047321834,-0.008800371632794447
66,1,89917,72,4,0.6582028656723967,0.5719066708939052
20,1,160391,90,0,2.109110027326572,0.8377303934862422
45,0,130702,36,3,-0.575119856924729,-0.4211336981683833
31,0,115764,90,2,1.1552568934960774,-0.257310544605455
63,0,103460,82,2,0.13237409240518144,0.13889588312188023
18,1,138448,20,0,0.5523170139163935,-0.3879217237115686
46,1,30836,3,0,-0.26062713896914,-1.5499301835068224
22,1,166547,94,0,2.130385904730126,1.0174145277421751
47,0,33967,35,1,-0.3313107763919359,-1.7744076631943138
83,1,134348,9,4,-1.468702212238592,0.7807790908134216
36,1,82466,17,0,0.17651637264012734,-0.8477336844665935
47,0,132561,38,3,-0.5876507382470737,-0.3277320811417074
79,1,115638,76,4,0.31474831200573694,1.2621052473836245
66,1,138698,18,4,-0.8037134253688354,0.5980750308009337
72,0,71786,89,2,0.16127675996786617,-0.03801412781365803
71,1,117346,70,4,0.38252779775052187,1.0440685828395813
18,0,42160,41,1,0.5754534587264639,-2.1912827322572794
22,1,198942,8,0,-0.04692845830275557,0.4116283301851455
86,0,77676,56,2,-1.033639604701924,-0.07017450121796151
49,1,47140,37,0,0.4214770241974576,-0.8313353629202916
75,1,109060,36,4,-0.5169080668341389,0.5869851805772687
24,0,97234,77,2,1.094804085586024,-0.8306629469544214
62,0,62875,77,2,0.17452674193576728,-0.524390394024724
22,1,172241,67,0,1.4617267895095445,0.7632344723062758
89,0,139671,49,3,-1.4903436915638448,0.7919906971961655
86,1,24449,39,4,-0.4623239589738887,-0.3543977371260879
85,1,193075,56,4,-0.5879142267381101,2.2463938213140726
53,0,50581,88,2,0.7252548471751606,-0.7522809568021973
60,0,112778,75,2,0.014580292934768847,0.12213959926212473
28,1,185371,56,0,0.9899050622135831,0.9401205271770711
75,1,198681,31,4,-0.9358484507998243,1.80596313795236
53,0,49526,65,2,0.17533400654773637,-1.0532223310317836
89,1,125523,38,4,-0.9048693964597768,1.1409693464809019
19,1,125750,90,0,2.2517687639960147,0.32155642478912855
85,1,20220,54,4,-0.06006506326930806,-0.24940518235749873
51,0,65183,13,1,-1.0736228107732897,-1.5176702000645181
82,0,120256,35,1,-1.571910015749323,0.19355861788766804
68,1,174554,44,4,-0.35202780416365304,1.475748686842172
20,0,195343,46,3,0.13087979054318774,0.10256352156934977
89,0,20781,98,2,0.08487215934207232,-0.2985209857225284
32,1,28392,90,0,2.2221787494068246,-0.7973594402107673
45,0,95151,60,2,0.1208391085935611,-0.6310420160582109
31,1,175692,65,0,1.157026647507884,0.9765737743686217
36,0,54849,54,2,0.3558317424902026,-1.470591624539899
71,0,182239,11,3,-2.056406193698091,0.5504741171206806
18,0,186343,39,3,0.0468931354858629,-0.15506137600111913
90,0,150565,76,3,-0.9041885036095274,1.304279241614522
36,0,33819,15,1,-0.5125290655910731,-2.255932560889211
28,1,110703,97,0,2.2252682289914447,0.38232739381346387
60,1,41266,43,4,0.2858871287866785,-0.6098961429123667
45,1,161436,52,0,0.5104881204871001,0.9050028884582222
89,1,28583,38,4,-0.581853431049922,-0.24477638018717685
35,1,20345,94,0,2.2635500867004468,-0.7997204859411914
56,1,61849,59,4,0.7112238756187298,-0.20074533084569463
81,1,92296,98,4,0.8674391481049054,1.2438357304032026
87,1,195273,32,4,-1.2271982619451876,2.0214950048364373
75,0,84976,41,1,-1.1193633191613839,-0.3830875900207357
34,0,147584,90,3,0.9675367197364272,0.26050758461412565
37,1,48249,46,0,0.9611118330295461,-0.9554440841684382
49,0,101393,73,2,0.3039290715260536,-0.2963001347868724
44,0,154556,32,3,-0.7236234112100937,-0.15084345584810058
21,1,131770,26,0,0.6372515649258055,-0.34585566264892453
46,0,182726,75,3,0.16273446563059238,0.8282477772807814
63,1,108734,46,4,0.051570782718916505,0.4547920132654439
71,1,29239,99,4,1.3739220228491427,0.1450220575122768
28,1,23736,96,0,2.490990490871695,-0.8732841961132796
66,0,90677,81,2,0.06921413845209545,0.006690744723016314
46,0,196693,16,3,-1.3034895329189773,0.2946106254279475
41,0,161536,32,3,-0.6651895945569253,-0.11402021726572703
54,0,87531,95,2,0.743339352879974,-0.11609915545224112
77,0,97261,86,2,-0.13194978516379338,0.3937868797967059
24,0,64328,56,2,0.6991395716403003,-1.5620531483698294
19,0,116460,28,1,-0.01216571052855174,-1.269761292327391
33,1,74373,72,0,1.608609736318559,-0.34279826245636796
61,1,108492,10,4,-0.7594095007864559,-0.0380708407745577
57,1,67185,4,4,-0.6572214710741345,-0.7870617574402249
73,1,75261,32,4,-0.4460740790445362,0.012147661523670486
69,0,85610,37,1,-1.0543415991360232,-0.5496495223773591
83,1,44294,65,4,0.17886566467653855,0.1894755385806227
22,0,140419,27,3,-0.19775451326530663,-0.876743927226786
68,0,155409,81,3,-0.20094217703023032,0.9739969753260354
73,1,52153,63,4,0.3768603983604559,0.06711149642341237
35,1,175169,3,0,-0.4420249387504257,0.2824577170430174
27,0,23763,61,2,0.8729273166121257,-2.016826414271874
45,1,50850,4,0,-0.2760231185401372,-1.2723887446590678
64,0,165437,75,3,-0.26980866128855946,0.9588337549519489
83,0,190752,61,3,-1.2084184441297028,1.54542192901239
61,0,137839,73,3,-0.1442815987339348,0.47651119644911255
29,1,179321,69,0,1.2956455086589378,1.0361947078483278
55,1,27529,85,0,1.4784365652530527,-0.38918424483361863
62,0,96351,1,1,-1.765765197818119,-0.9904367494723534
65,0,154138,30,3,-1.3421997006174171,0.2590090655188957
90,0,97746,66,2,-0.9688135675077196,0.4249508663263197
63,1,79176,25,4,-0.35524967771114996,-0.22873892785612548
43,1,149393,79,0,1.2547642370934162,1.0264547281462957
28,0,90002,49,1,0.33623083246435415,-1.1981072993504
43,0,68780,91,2,1.0091076570226742,-0.6646923953331806
40,1,162729,88,0,1.5085810854981985,1.2659945964574055
90,1,125458,6,4,-1.701881718981932,0.763306544875509
25,0,105578,29,1,-0.11522717243406462,-1.2869794193473059
84,1,46765,29,4,-0.722846699900382,-0.20165027625555781
24,0,56186,29,1,0.07658370479408182,-2.0140171719734568
63,1,33107,17,4,-0.394241679635562,-0.9867194437702721
22,1,158934,34,0,0.7120066672329318,0.16286514463441215
58,0,180850,55,3,-0.6390314977603152,0.8046765413155258
36,1,45569,92,0,2.1041450590469917,-0.4430188232142108
65,0,134324,29,3,-1.3002394680869502,-0.036658406572676557
19,0,27687,65,2,1.1739472664782808,-2.0788985472102484
19,0,54418,43,1,0.5555025119066557,-1.9702136610978194
90,1,90490,68,4,-0.0934924792424043,1.0340230318151058
48,1,22669,7,1,-0.1916252694821803,-1.574991624277369
51,0,104007,99,2,0.8663811123944748,0.10618309990198002
37,0,55858,14,1,-0.6372588379633461,-1.9323313852994504
79,0,20099,37,1,-1.1083576899113972,-1.27627135258016
24,1,112014,81,0,1.9448234096722925,0.11826862296565413
45,0,55771,11,1,-0.927001697486508,-1.8029810878306332
41,0,188818,34,3,-0.7079716739261936,0.30083013086373384
80,1,36363,2,4,-1.2289492597348592,-0.7698607675116199
30,1,114878,70,0,1.5072092530478554,0.14840343345874674
28,0,140587,62,3,0.48048719260875816,-0.313427564502773
66,0,196221,13,3,-1.918717655006539,0.6702775062586834
72,1,75836,42,4,-0.18013492424634994,0.1236692846761558
29,0,167011,53,3,0.1486465043571648,-0.026572998356030324
36,0,54542,59,2,0.4771669280381473,-1.4128366148050995
62,1,47783,90,4,1.3406452355379186,0.10938287075993307
88,0,143516,1,1,-2.630922375018997,0.22939153819034233
60,0,142059,26,3,-1.262047383384686,-0.06829867471004017
63,0,126471,63,3,-0.4014878317279579,0.23168993620214334
21,1,169206,47,0,1.0178215634670866,0.45029034794542305
32,1,26786,31,0,0.8078458961979571,-1.5536107678568958
44,0,88569,88,2,0.8437502709503537,-0.39811211635693977
67,1,195050,41,4,-0.465279645957026,1.7104654276791074
40,1,30525,45,0,0.9144158968719017,-1.1582802276783701
45,1,84271,26,0,0.14198779704517084,-0.5212079721111061
86,1,146612,51,4,-0.5806367154916878,1.5410522546546113
71,0,190839,68,3,-0.7135030955576299,1.3818464245440438
19,1,144879,18,0,0.45553256639443634,-0.29986375235319956
45,1,115337,77,0,1.265656760033351,0.5567408774743243
57,1,163125,28,4,-0.3994066391199789,0.8826780714134211
64,0,166094,47,3,-0.9457463197251299,0.620221678249464
87,0,121894,18,1,-2.1225829812679096,0.1106106496824047
29,0,116130,85,2,1.088186467675663,-0.35619217511707685
18,0,120315,70,2,1.012842315133386,-0.7136338170307557
42,1,91856,84,0,1.5940274768540592,0.24512871100670414
87,0,27235,12,1,-1.9515422562115128,-1.3171007000061439
75,1,32847,11,4,-0.8645181262152347,-0.8131882460314271
76,0,92158,5,1,-2.036773313334403,-0.7068702222869421
20,1,37256,8,0,0.5462904723059069,-1.9416237554145406
37,0,44090,51,2,0.2922640377809958,-1.640691358543403
89,1,172317,83,4,0.022017273494253378,2.369175832654957
25,0,122385,4,1,-0.7727912766101336,-1.3574430512926565
48,1,111556,12,0,-0.3674954276392756,-0.2422190331062937
64,1,48081,51,4,0.3467555615580735,-0.3291068331326491
21,1,75098,47,0,1.3314009576572106,-0.8949722768253583
50,0,53017,13,1,-1.0058535296700375,-1.7125667269742886
63,1,145479,8,4,-0.9852409641330108,0.5077665119749719
43,0,46689,55,2,0.2164695653709636,-1.427914077163488
64,0,68824,38,1,-0.8381927568896637,-0.8820997275706866
90,1,180674,66,4,-0.44212151389040416,2.298335129825448
20,1,94885,28,0,0.8355124742859278,-0.869249928209374
34,1,158310,94,0,1.8310644688667597,1.1514877085272652
57,1,195216,95,4,1.105846014702667,2.1741384954936533
56,0,52741,16,1,-1.0961305943698785,-1.5533159349746752
72,0,41907,27,1,-1.2310343251509388,-1.2357107378938044
45,0,99361,54,2,-0.0375637962665566,-0.6454328143753311
70,0,94421,69,2,-0.34093337588579414,-0.004993676193695074
86,0,75356,91,2,-0.18372351290071293,0.33166614234073283
38,0,29196,41,1,0.07403754657579177,-1.9569013771999135
31,0,109026,90,2,1.1777087356142082,-0.35362945017889746
88,0,20371,85,2,-0.19934277506957399,-0.4869400951566876
60,0,77861,26,1,-1.0481317763351516,-0.9860014203324594
71,0,150494,2,1,-2.167189964610105,-0.015175236502999168
21,1,92793,67,0,1.7536879437787327,-0.3934502120378009
28,1,136719,61,0,1.2723317151407256,0.3067895336545125
44,1,30931,33,0,0.5153910077922962,-1.217680960082786
47,1,41895,97,0,1.9371620491217805,-0.2025595734733163
74,0,145541,40,3,-1.3180050920848652,0.44926813734987675
87,0,23179,38,1,-1.312403602600883,-1.0519343377420354
39,1,29010,89,0,2.005442310490366,-0.6540588460427227
42,0,175403,83,3,0.4885578676484113,0.7390559900154432
47,1,184631,21,0,-0.36719760654587424,0.8932527269048669
66,0,193778,3,3,-2.1512017272963844,0.5110680367537609
89,0,104592,19,1,-2.0953295061213995,-0.08232064834190707
23,1,168026,36,0,0.7026052205832041,0.3386766237716814
57,0,31017,49,1,-0.25691356256882114,-1.4327255607061555
81,0,86459,61,2,-0.8064400262378529,0.012595926460579637
60,1,180607,23,4,-0.6596630628650888,1.1333926643141918
55,1,144134,90,0,1.2102066327073628,1.3398138471811312
49,1,160728,70,0,0.8370485594381136,1.2025388875491954
83,1,29323,74,4,0.4453128752428417,0.08732524946625889
50,0,173265,8,3,-1.5268468326846978,-0.0557794610509899
63,1,116706,37,4,-0.19155490172913225,0.45689243296625415
22,1,98262,51,0,1.3232347712613233,-0.4931458224623347
19,1,151411,16,0,0.385642251969927,-0.2313470074193799
82,0,63807,25,1,-1.6244394745883262,-0.7376601740273665
36,0,31628,70,2,0.818206078025796,-1.6036737253988644
36,0,182315,96,3,0.9417220832413653,0.8735253476327132
54,0,72483,57,2,-0.12089176784782894,-0.8034994083552548
33,1,28189,16,0,0.41500357897747225,-1.6990006552391013
53,0,81050,82,2,0.4793537348083649,-0.3913024850906702
41,1,75876,38,0,0.5676330136228094,-0.5760090409275619
39,0,95414,93,2,1.0774075030245374,-0.34304516730726947
88,0,127402,70,3,-0.9169198614187898,0.8566246575323518
28,1,115571,55,0,1.1984247753194268,-0.07009084725853446
31,0,154372,14,3,-0.8021354994709651,-0.6499955727448465
76,0,75718,15,1,-1.7413687698785347,-0.8175909834058418
58,0,153228,58,3,-0.4748042727971093,0.44710947186062017
46,1,106317,71,0,1.1241071597678218,0.37421381800773657
31,1,167056,68,0,1.2579901926766655,0.8904093082407242
82,1,150305,95,4,0.5747280360374885,2.056766346425595
36,0,52941,47,1,0.19375231895100611,-1.5848672100667471
40,0,99836,46,1,-0.09549272535386731,-0.8429974538494885
86,0,132580,47,3,-1.4331484672871226,0.6028132554333983
36,1,170119,67,0,1.0875680689502094,1.0266908667756438
88,1,120763,40,4,-0.8136529258121734,1.0767981206276116
76,0,169737,8,3,-2.223088718627873,0.4393984436739616
62,0,30490,22,1,-1.040996930461676,-1.6709090216058016
82,0,22201,70,2,-0.40299316627829074,-0.7731211340825062
90,0,198922,88,3,-0.7765706190809087,2.1446812748387507
66,0,176182,30,3,-1.442883688821129,0.5951104231283492
45,1,144452,63,0,0.8317677834221344,0.7989344199022302
76,0,131009,28,3,-1.6127933787172004,0.13436045960869236
58,1,98585,94,4,1.3765392319650902,0.8013661886850141
65,0,60555,98,2,0.6058765743527991,-0.23359662899926675
31,0,84502,87,2,1.1872383760549874,-0.7414832251930825
58,0,58670,43,1,-0.5206620951582169,-1.091016463435602
83,1,86236,14,4,-1.1880749055186015,0.15516733282212739
90,1,106927,77,4,0.06829942451976515,1.3808463530080557
84,1,198857,8,4,-1.7349472316807695,1.7114838460565072
61,1,97053,14,4,-0.6250435711719224,-0.1518751496453368
48,1,99165,98,0,1.7431631547864395,0.6495219562422384
61,0,174035,15,3,-1.6605129059070682,0.2730636533693387
32,0,112847,38,1,-0.113501110986041,-0.9243164980529308
80,0,49123,39,1,-1.1841750043406714,-0.8155343130555568
23,0,125227,50,3,0.3790726458585168,-0.7870664689574529
67,0,126656,28,1,-1.3532125516882558,-0.11673024000023935
41,0,61679,62,2,0.38941951594187285,-1.1686028821844716
73,0,74248,86,2,0.05365506228688625,-0.019121245226707426
76,0,175483,99,3,-0.05255261999627374,1.6525492207918095
59,0,162167,39,3,-0.9890072451015453,0.359730974314889
66,0,106652,39,1,-0.9946392010029559,-0.2869542573753658
23,0,155025,90,3,1.2422798477134027,0.13604068822723578
47,1,176537,33,0,-0.05147806879514178,0.9266944546190929
72,1,76998,61,4,0.27317960013588766,0.37642538066487824
20,1,64432,44,0,1.3219847205069355,-1.1057126056648274
25,0,90761,100,2,1.642578467709553,-0.6163484246163968
83,1,36817,29,4,-0.6624680667368765,-0.36484075796469095
82,0,47862,75,2,-0.3681865405587255,-0.34415666457757405
53,0,197719,63,3,-0.3665881283422716,1.0403214964843208
84,1,176852,20,4,-1.3728745363602362,1.5460694895569962
85,0,36455,65,2,-0.6524934982517583,-0.5685504158019598
74,1,38944,51,4,0.10489439100123508,-0.24986906363268255
53,1,60131,6,4,-0.47666907872682895,-0.9469804675202992
64,0,38351,31,1,-0.9050900981931216,-1.404708577820803
27,1,106844,82,0,1.9044208958841495,0.11974782591025541
46,1,158448,43,0,0.2766518223183895,0.771416426002102
38,1,156198,19,0,-0.07550415673155197,0.27308388689074914
89,1,55274,6,4,-1.4407893485332193,-0.2609503654655444
54,0,35976,60,2,0.07294136646824004,-1.2880764920606853
23,0,172263,1,3,-0.9567168673275768,-0.72369913763777
42,0,145652,23,3,-0.8560548396007598,-0.43195346011292973
47,1,72894,74,0,1.2804333504868517,-0.04529284451929835
23,1,167733,47,0,0.9682684251042102,0.471204007534824
36,1,199311,55,0,0.7015474084615244,1.2948425302440372
73,1,154518,38,4,-0.5657934517258292,1.2196892600038247
25,1,76704,87,0,2.179624650093309,-0.290926356429088
32,0,188391,75,3,0.5250874757974463,0.6154381448248752
84,1,145848,73,4,0.005744166335438141,1.7615925146986857
81,1,91820,57,4,-0.11753499757992834,0.72745435494954
78,0,128604,95,2,-0.047057178444869806,0.974674700780286
62,1,66156,93,4,1.3516114812456441,0.40930883512077204
39,1,123404,76,0,1.3780981470742957,0.5337189155673703
31,0,122542,88,2,1.084546876910532,-0.18527725904072612
60,0,146098,2,1,-1.8530045013478351,-0.30885063471132573
74,0,188430,93,3,-0.18560692510231636,1.721082775661407
87,1,173786,61,4,-0.45779004484743874,2.0747734259773343
51,0,103181,6,1,-1.3686739190210242,-1.0614942798309335
85,1,111138,37,4,-0.7720765476338506,0.8389687437737303
41,0,80972,81,2,0.7823193253576767,-0.6566663057932431
27,0,140387,13,1,-0.6706754996873737,-0.9462782232066371
71,1,85158,6,4,-1.0502143058345863,-0.2114923218102786
90,1,89559,75,4,0.07804684037476399,1.1077154512803624
45,0,48263,26,1,-0.5410474492380244,-1.7238764372270465
66,1,178077,73,4,0.3885053815233829,1.8445720533924974
48,0,138048,26,3,-0.921914109845026,-0.3774555532486956
68,0,93634,9,1,-1.7275963273291586,-0.8039362229670481
42,0,101280,21,1,-0.7563267848977342,-1.0911033179262926
81,1,123857,25,4,-0.994284442514031,0.7877008014306891
54,0,157466,88,3,0.34187024496961815,0.7966123669331738
32,1,79803,21,0,0.39056230418838295,-0.9200261585397466
39,1,100940,21,0,0.12951648630434204,-0.4709802014476455
61,0,156934,83,3,0.03271596792351002,0.873759017929245
50,1,157503,51,0,0.3633775265110809,0.9412774622214286
41,1,133302,33,0,0.2559703169520517,0.18274523509742824
84,1,51101,12,4,-1.1463563448063312,-0.3509557033982672
65,1,49458,64,4,0.6277483334098755,-0.12686457414528124
64,1,84947,61,4,0.46453797738718605,0.3221753117291465
56,0,140395,88,2,0.3442915550125899,0.5945544787139435
54,1,46618,3,1,-0.5310601177795602,-1.1564483027332513
18,0,155057,55,3,0.536141039837533,-0.40343168900757864
55,0,70451,46,1,-0.406038464790901,-0.9482773801781661
30,1,115096,47,0,0.9530466203432002,-0.13434055774991469
33,1,47307,52,0,1.217548071136337,-0.9782776534725881
34,1,118218,40,0,0.6652839101740939,-0.0927728563250644
33,0,102335,62,2,0.4717941591240551,-0.7553102908960146
57,1,139743,27,4,-0.3455573931318848,0.5360064652930506
65,0,183533,77,3,-0.30921253988124514,1.263356339132744
74,0,146698,8,1,-2.091858590950716,0.06808867048761474
